comment,label
ip 11 pro 256 g màu xanh lá đẹp và mọi thứ đều hài lòng tui rất thích chiếc dế này,"[('DESIGN', 'Positive'), ('GENERAL', 'Positive')]"
cùng là s a51 nhưng camera của máy màu đen thì đẹp ok còn máy màu trắng thì không bắt sáng chụp ảnh lúc nào da cũng bị ngả vàng,"[('CAMERA', 'Negative')]"
máy dùng quá tệ cầm nắm ọp ẹp loạn cảm ứng khi choi game và không được bảo hành đã mua và trả lại sau 2 tuần chấp nhận mất 20,"[('FEATURES', 'Negative'), ('DESIGN', 'Negative'), ('GENERAL', 'Negative'), ('SER&ACC', 'Negative')]"
mới mua sale of còn 14990 phải nói là tuyệt vời với cái giá of này điểm đáng chê nhất là máy bị nóng khi sử dụng còn lại tuyệt vời,"[('PERFORMANCE', 'Negative'), ('PRICE', 'Positive'), ('GENERAL', 'Positive')]"
cao hơn cả mong đợi chơi game max sướng máy ít bị nóng thật đáng đồng tiền bát gạo positive,"[('PERFORMANCE', 'Positive'), ('PRICE', 'Positive'), ('GENERAL', 'Positive')]"
mình mua xài được 1 tháng chụp hình đẹp lỗi độ sáng màn hình mình có mang ra tgd hỏi thì nv reset lại máy vẫn bị lỗi chắc tại máy cảm ứng không nhạy tạm được,"[('SCREEN', 'Negative'), ('CAMERA', 'Positive'), ('FEATURES', 'Negative'), ('GENERAL', 'Neutral')]"
đã dùng 3 tháng máy ngon chơi game cả ngày mới hết pin sạc 2 h30 đã đầy vsmart là hàng mới nền phần mềm còn chưa được đẹp như hãng khác nhưng cho bản cập nhật liên tục để fix lỗi vặt ủng hộc vsmart để lớn nhanh hơn,"[('BATTERY', 'Positive'), ('PERFORMANCE', 'Neutral'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
dòng máy tệ nhất của dòng cảm ứng nói chung là về lĩnh vực công nghệ thì việt nam còn quá yếu so với nước ngoài giá là 4 tr chứ thật sự có bán cho mình 2 tr cũng không bao giờ mua và động vào 1 lần nữa dòng này với số tiền 4 tr như này ae chắc chắn là nên mua 1 con redmi hay opo vv chắc chắn là sẽ đỡ phí tiền hơn rất nhiều ngắn gọn thế thôi positive,"[('PRICE', 'Negative'), ('GENERAL', 'Negative')]"
sản phẩm sử dụng tốt cảm ứng nhạy chơi game rất mượt pin dùng lâu cảm ứng vân tay nhạy,"[('FEATURES', 'Positive'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive')]"
mới mua máy hôm nay sao gọi zalo với mesenger mờ mờ không thấy rõ ràng gì cả ạ tôi hay gọi sang bên nước khác nhưng hình ảnh quá mờ,"[('PERFORMANCE', 'Negative')]"
máy chơi game mượt màn hình ổn pin trâu sạc tiếng rưỡi đầy loa hơi nhỏ cam nét nhưng ram thì quá tệ nhưng trong tầm giá này thì không thể đòi hỏi nhiều được nói chung là chấp nhận được,"[('CAMERA', 'Positive'), ('FEATURES', 'Negative'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Neutral'), ('PRICE', 'Neutral')]"
mua xứng đáng đồng tiền bát gạo đã mua và rất cầm pin xài hơn 1 ngày mới cắm sạc chụp ảnh thì lung linh lun,"[('CAMERA', 'Positive'), ('BATTERY', 'Positive'), ('PRICE', 'Positive'), ('GENERAL', 'Positive')]"
thế giới cho em hỏi điện thoại em nó gặp vấn đề là để không xài từ sáng tới tối thì mới sử dụng lần mở đầu thì nó không hiện vân tay hay khuôn mặt gì cả mà chỉ cho mở bằng mã pin rồi tắt máy mở lại thì vân tay và khuôn mặt sử dụng bình thường ạ vậy là máy có lỗi phần mềm đúng hông ạ,"[('FEATURES', 'Negative')]"
mua đưoc nửa tháng xài ok nhưng quả ng cáo quá nhìu xài ios mới chuyênr sang andro thấy bất tiện,"[('PERFORMANCE', 'Negative'), ('GENERAL', 'Positive')]"
xài ổn với phân khúc đã mua 2 máy cho người nhà chụp hình đẹp với phân khúc thấp thích hợp với người lớn tuổi,"[('CAMERA', 'Positive'), ('PRICE', 'Neutral'), ('GENERAL', 'Positive')]"
mình mua mùng 5 tết sdung được 6 tháng đi bảo hành 4 lần xong hư luôn ra dmx thì nói tại lỗi điện thoại bg định mua cái 21 s mới ra xem sau,"[('GENERAL', 'Negative')]"
máy mượt lắm chiến game max seting pin rất trâu bắt wifi và sóng cực tốt chị nhân viên tư vấn nhiệt tình positive,"[('FEATURES', 'Positive'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('SER&ACC', 'Positive')]"
quá tốt trong tầm giá cảm biến vân tay khuôn mặt báo nhạy ln bắt sóng thì bảo mạnh ln lúc mới mua thì cảm giác hơi dày nhưng vài ngày xài quen thì thấy bình thường khuyên anh em nào thích chs game thì trong tầm giá thì con này chs game mượt nhất rồi chị nhân viên ở u minh dễ thương tư vấn nhiệt tình,"[('FEATURES', 'Positive'), ('PERFORMANCE', 'Positive'), ('DESIGN', 'Neutral'), ('PRICE', 'Neutral'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
máy bị lỗi mạng không sử dụng được 4 g lúc mới mua thì gần 5 tr giờ rớc giá quá nhiều,"[('FEATURES', 'Negative'), ('PRICE', 'Negative')]"
xài hơn 1 tuần rồi thấy máy tốt thật camera đẹp pin trâu khiếp chơi game lq với f không giật negative mượt thích nhất chơi game máy không nóng mình xài ip 8 nóng khiếp hồn bạn nào coi youtube đọc báo facebok không chơi game chắc 2 ngày mới sạc lần quá sạc nhanh kiểu sáng dậy đi cầu vệ sinh vào lấy máy đi làm là đầy pin tầm 45 50 p là đầy 100,"[('CAMERA', 'Positive'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive')]"
tuyệt vời itel tung ra 1 mẫu smartphone ngon như vậy mà có giá cả rất phải chăng đặc biệt là màu tím,"[('DESIGN', 'Neutral'), ('PRICE', 'Positive'), ('GENERAL', 'Positive')]"
sản phẩm ok nhưng pin tuột nhanh quá mình mua được 2 ngày rồi nhưng khi dùng ap thì góc cam khá gần,"[('BATTERY', 'Negative'), ('PERFORMANCE', 'Negative'), ('GENERAL', 'Positive')]"
khá tốt pin ok cảm ứng ok nhưng mạng không được tốt lắm cho em hỏi hỏi samsung galaxy a10s có dùng bút cảm ứng được không,"[('FEATURES', 'Neutral'), ('BATTERY', 'Positive'), ('GENERAL', 'Positive')]"
mọi thứ khá ổn bắt 4 g hơi yếu pin tụt khá nhanh ko trâu như mình nghĩ mình chỉ xài các tác vụ cơ bản không chơi game nên cảm thấy như vậy là hợp với giá tiền,"[('FEATURES', 'Negative'), ('BATTERY', 'Negative'), ('PRICE', 'Positive'), ('GENERAL', 'Positive')]"
mình đã xài sản phẩm gần 1 năm máy cấu hình mạnh chạy nhanh chất lượng ảnh ở mức khá nói chung sản phẩm đáng giá tiền hàng việt nam nên mình cũng thích,"[('SCREEN', 'Positive'), ('PERFORMANCE', 'Positive'), ('PRICE', 'Neutral'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
dùng ổn trong phạm vi xài bình thường huong bắn cod bao giật negative sai lầm khi mua con nay thua cả real 5 pro,"[('PERFORMANCE', 'Negative'), ('GENERAL', 'Negative')]"
sử dụng được 15 ngày sản phẩm đẹp pin trâu không chơi game nên khá là ok lúc mua còn được tặng tai nghe không dây,"[('BATTERY', 'Positive'), ('PERFORMANCE', 'Neutral'), ('DESIGN', 'Positive'), ('SER&ACC', 'Positive')]"
mới mua sử dụng bị nóng máy hao pin sau 3 tuần mọi thứ dần dần ổn định không còn nóng máy pin trâu hơn máy mượt mà mặc dù để chế độ 60 hz còn để 120 hz thì quá phê luôn túm lại rất ok,"[('SCREEN', 'Positive'), ('BATTERY', 'Neutral'), ('PERFORMANCE', 'Neutral'), ('GENERAL', 'Positive')]"
lúc mới mua máy rất mượt dùng được gần 1 năm thấy hơi negative và pin khá nhanh hết tải game nặng cx hơi negative nhưng không sao với mức giá này thì chất lượng máy quá ổn muốn chụp ảnh đẹp thì khuyên mua không e 8 vì không e 7 chụp sắc nét nma bị trắng quá selfie thiếu sức sống,"[('CAMERA', 'Negative'), ('BATTERY', 'Negative'), ('PERFORMANCE', 'Neutral'), ('PRICE', 'Neutral'), ('GENERAL', 'Positive')]"
rất tệ cảm ứng chạy loạn cả lên bàn phím lúc ăn lúc không mới dùng chưa được 20 ngày,"[('FEATURES', 'Negative'), ('GENERAL', 'Negative')]"
điện thoại xài tốt trong tầm giá mọi người cập nhật bản vá mới nhất để fix lỗi sạc pin 76 nha,"[('PRICE', 'Neutral'), ('GENERAL', 'Positive')]"
đã mua và sử dụng máy rất mượt pin trâu camera góc rộng tuyệt vời loa to rõ mình không có nhu cầu chơi game nhưng thấy máy xử lí rất tốt những tác vụ cơ bản n rất nhiều mong tgd ngày càng phát triển hơn nữa,"[('CAMERA', 'Positive'), ('FEATURES', 'Positive'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('SER&ACC', 'Positive')]"
cho hỏi máy vừa mua được 1 ngày từ 00 giờ đên 5 giờ sáng tắt hết mọi ứng dụng cả wif mà vấn hết 4 pin là sao ạ có nên đổi máy k,"[('BATTERY', 'Negative')]"
cho tốt mới mua 2 ngày nghe mấy bạn đánh giá cũng hơi lo lo nhưng vì thích nên mua cảm nhận ban đầu là pin ok sạc đầy nghe gọi lướt wed 1 ngày rưỡi mới hết pin camera vì ít chụp hình nên không quan tâm màn hình rộng đẹp nói chung là tốt với giá 8 tr mấy thì cũng không quá nhiều cũng không ít tầm trung nhưng theo tôi là ổn các bạn chơi muốn chơi game ngon mượt thì cứ xắm cái mấy mấy 20 triệu mà chơi,"[('SCREEN', 'Positive'), ('CAMERA', 'Neutral'), ('BATTERY', 'Positive'), ('PRICE', 'Neutral'), ('GENERAL', 'Positive')]"
cam quá ảo dù đã tắt chế độ làm đẹp nhưng vẫn hồng môi và tự kéo dài chân đang dùng quen samsung dùng sang cái này thấy khá thất vọng hệ điều hành nhàm chán không có lịch mặc định mà phải dùng của gogle trông rất xấu khó sử dụng,"[('CAMERA', 'Negative'), ('PERFORMANCE', 'Negative'), ('SER&ACC', 'Negative')]"
máy dùng rất mượt pin trâu dùng lâu không nóng choi game bao mượt camera đẹp đa nhiệm tốt nên mua,"[('CAMERA', 'Positive'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive')]"
máy ổn nhưng dùng hơn 1 tháng đột nhiên cảm biến tiệm cận bị lỗi mỗi khi mở máy lên,"[('FEATURES', 'Negative'), ('GENERAL', 'Positive')]"
tầm con này phải 56 triệu mới đúng sài 10 ngày rồi quá tuyệt pin trâu ngoài tưởng tượng hàng việt nam chât lương cao,"[('BATTERY', 'Positive'), ('PRICE', 'Positive'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
dùng được 1 tuần rồi pin trâu bò quá mn ạ màn hình lớn hơi bi ám vàng thôi moi thứ đều tốt đẹp,"[('SCREEN', 'Neutral'), ('BATTERY', 'Positive'), ('GENERAL', 'Positive')]"
camera ok lướt siêu mượt nhưng có hơi tốn pin mặc dù chưa chơi điện thoại anh chị tại cửa hàng hướng dẫn nhiệt tình,"[('CAMERA', 'Positive'), ('FEATURES', 'Positive'), ('BATTERY', 'Negative'), ('SER&ACC', 'Positive')]"
mọi thứ ok nhug video gọi zalo không có flash cả trc với saupin trâu máy to cầm giữ hơi khó,"[('FEATURES', 'Negative'), ('BATTERY', 'Positive'), ('DESIGN', 'Negative'), ('GENERAL', 'Positive')]"
mình rất thích và rất hài lòng cho mình hỏi mới mua về có nên sạc 8 tiếng không hay là sạc đầy 100 là được,"[('GENERAL', 'Positive')]"
sử dụng được mấy năm cũng đươc qua mới thay pin xong thấy khá được tuy nhiên pin chưa ưng,"[('BATTERY', 'Negative'), ('GENERAL', 'Positive')]"
sau khi mua được 1 tuần thì lâu lâu vào trong mục điện thoại là tự nhảy gọi đi cho al số trong nhật kí tự gọi liên tục nhanh tay tắt máy kịp cuộc này lập tức gọi sang số tiếp theo rất cáu,"[('FEATURES', 'Negative')]"
máy sau vài tháng thì dùng vẫn rất mượt vân tay nhận diện khuôn mặt điều rất nhạy chơi game mượt chỉ là dùng 4 g máy mau nóng nên không dùng được thường xuyên còn lại điều tuyệt,"[('FEATURES', 'Neutral'), ('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive')]"
trải nghiệm tốt máy mỏng nhẹ ful nhựa thiết kế hiện đại camera chụp macro đẹp,"[('CAMERA', 'Positive'), ('DESIGN', 'Positive'), ('GENERAL', 'Positive')]"
mọi thứ rất ok chỉ có cái vân tay hơi chậm chỉ ở mức tạm ổn thôi chờ bản cập nhật xem có fix được hơn không chơi game liên quân tốt nv tgd rất ok,"[('FEATURES', 'Negative'), ('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
mua máy được 10 ngày mọi thứ đều ngon trừ sóng 2 g có vẻ hơi kém mình ở quận đống đa các điện thoại khác đã từng dùng đều luôn ful sóng 2 g còn active 3 thì phải ra ngoài trời mới ful 4 vạch cứ vào trong nhà chỉ còn 12 vạch tuy nhiên vẫn nghe gọi bình thường đã từng băn khoăn giữa vsmart live với active 3 cuối cùng chọn at3 mình không chơi game nên chọn con này là rất sáng suốt,"[('FEATURES', 'Negative'), ('GENERAL', 'Positive')]"
khá thất vọng về cảm ứng không nhạy đôi khi còn loạn cảm ứng mong cập nhật sẽ fix,"[('FEATURES', 'Negative')]"
máy tốt trong tầm giá pin sạc nhanh xài được hơn 1 ngày phần mềm android 10 chạy đa nhiệm khá ổn màn hình hơi tối các bạn nên mua ủng hộ hàng việt nam chất lượng cao,"[('SCREEN', 'Negative'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('PRICE', 'Neutral'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
sao em mua về 2 tháng pin của máy tụt nhanh hơn mọi lần mong ah chị trả lời em cảm ơn trc,"[('BATTERY', 'Negative')]"
mới dùng được 2 ngày nói chung mọi thứ ổn mỗi cái wifi quá yếu không ổn ai có ý định mua thì cân nhắc trước khi mua,"[('FEATURES', 'Negative'), ('GENERAL', 'Positive')]"
máy chơi ngon game mượt mà chơi game thì nóng thì sẽ tụt bin nếu như sạt bin mà bị nóng liệu bin có bền lâu dài kh,"[('BATTERY', 'Negative'), ('PERFORMANCE', 'Positive')]"
máy mình mới mua được tuần mà thỉnh thoảng cảm ứng lỗi tgd đổi máy khác cho mình được không,"[('FEATURES', 'Negative'), ('SER&ACC', 'Neutral')]"
mình mua bản 64 g là 3 tr290 bắt wifi yếu hơn hẳn máy dòng trung quốc đứng gần mà vẫn chạy không bằng 2 con vivo opo mình dùng hy vọng bản cập nhật lần tới cải thiện được vấn đề này,"[('FEATURES', 'Negative'), ('PRICE', 'Neutral')]"
được cái màn hình đẹp tí còn bắt mạng wf quá kém 1 ngày không reset điện thoại 4 lần không bao giờ có wf mặc dù wf ngay trong nhà,"[('SCREEN', 'Positive'), ('FEATURES', 'Negative')]"
về lâu dài thì chưa biết nhưng mới dùng thấy tất cả đều rất ok pin rất trâu,"[('BATTERY', 'Positive'), ('GENERAL', 'Positive')]"
sau khi sủ dụng 1 tuần thì mình cần tư vấn và thắc mắc cần hỗ trợ máy lâu lâu đứng máy không thao tác được phải bấm 3 nút mới khởi động lại được khi tắt nguồn máy cứ báo kích hoạt dịch vụ sim không thành công rất khó chịu tính năng không gian thứ 2 xài không ổn vào là treo máy tôi muốn đổi sang đời máy khác có được ko,"[('FEATURES', 'Negative'), ('PERFORMANCE', 'Negative')]"
e không đặt lại được mk riêng tư nó cứ bị lặp lại nhiều lần không đặt thành công được giờ vào ap nó cứ hiện lỗi hệ thống vui lòng đặt lại mk riêng tư e dùng realme 5 i ạ,"[('FEATURES', 'Negative'), ('PERFORMANCE', 'Negative')]"
con chip cùi và lỗi thờ chơi game negative camera mờ tịt chụp ảnh xấu dùng được 1 tiếng thì máy nóng ran màn hình tft quá lỗi thời được cái pin trâu thiết kế đẹp mua về thấy cũng tạm ổn nên đổi cho mẹ dùng,"[('CAMERA', 'Negative'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Negative'), ('DESIGN', 'Positive'), ('GENERAL', 'Neutral')]"
sản phẩm đẹp pin khỏe các chức năng hoạt động tốt không thể đòi hỏi nào hơn với giá tiền này,"[('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('DESIGN', 'Positive'), ('PRICE', 'Neutral')]"
sao 8 tuần sử dụng con này mình cảm thấy mọi thứ điều rất tốt nhưng có hạn chế là pin tụt phông phanh nên bạn nào muốn sử dụng kèm theo sạc dự phòng nha,"[('BATTERY', 'Negative'), ('GENERAL', 'Positive')]"
mới mua được 2 ngày xài máy đơ đơ luot facebook zalo không mà chậm xì thuq mấy dòng opo f9 nữa pin thì mau hết kinh khủng luôn ra đổi máy khác về xài cũng y chan vậy máy xài hơi nóng không câm pin gì cả máy cả chục triệu mà xài tệ quá ra nv tư vấn êm lắm về xài thất vọng quá ạ,"[('BATTERY', 'Negative'), ('PERFORMANCE', 'Negative'), ('PRICE', 'Neutral'), ('GENERAL', 'Negative'), ('SER&ACC', 'Neutral')]"
đã sử dụng được 1 ngày thấy máy cũng ổn nhưng hơi nặng mà để điện thoại qua đêm nó rút tận từ 60 còn 44 mặc dù đã tắt hết ứng dụng chạy ngầm không pit có pị lỗi gì không mong tgd tư vấn,"[('BATTERY', 'Negative'), ('DESIGN', 'Negative'), ('GENERAL', 'Neutral')]"
vua bốc tem e nói quá đa không gì để ta quá tuyệt vời nhân viên thì nhiệt tình cho 5 star,"[('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
sản phẩm tệ không ngon trong tầm giá 2 tr7 mà còn thua con 2 tr2 samsung lừa người dùng,"[('PRICE', 'Neutral'), ('GENERAL', 'Negative'), ('SER&ACC', 'Negative')]"
quá chán việc bảo hành mua máy được 2 tháng lỗi sạc mang ra bảo hành chục ngày rồi gọi tổng đài báo máy vẫn chưa đến nhà máy samsung lúc mua máy thấy nhân viên hồ hởi lắm mà khoản bảo hành thất vọng thực sự,"[('BATTERY', 'Negative'), ('SER&ACC', 'Negative')]"
có ai xài vivo s1 pro cảm thấy pin tuột hơi nhanh với lâu lâu nhấp nháy màu đen từ 35 s không ạ,"[('SCREEN', 'Negative'), ('BATTERY', 'Negative')]"
sản phẩm dùng khá tốt dùng được 1 tháng và thấy rất hài lòng nhân viên tư vấn vui vẻ nhiệt tgìnhf rata hài lòng về sản phẩm và dịch vụ,"[('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
mới mua được 3 ngày máy đẹp camara tốt chơi game không nóng máy cấu hình chuẩn nhưng pin tuột hơi nhanh nếu chơi game liên tục được khoảng 67 h giá 5 triệu như vậy là rất ok nhân viên tư vấn rất nhiệt tình,"[('CAMERA', 'Positive'), ('BATTERY', 'Negative'), ('PERFORMANCE', 'Neutral'), ('PRICE', 'Neutral'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
xài rất tốt chơi các con giả lập vẫn có thể chạy mượt thì không thể nào chê được con máy với giá tầm trung vậy rồi chụp hình phải nói rất đẹp như camera chuyên nghiệp vậy positive nice,"[('CAMERA', 'Positive'), ('PERFORMANCE', 'Positive'), ('PRICE', 'Neutral'), ('GENERAL', 'Positive')]"
ok rất tốt những gì không có thì lên web đạo web ở màn hình một hồi rồi không quên máy giờ thì bình thường,"[('GENERAL', 'Positive')]"
sản phẩm tuy tốt nhưng mình thấy tiếp sóng wifi không mạnh lắm pin trâu chơi game mượt nói chung tất cả điều ổn nhưng mình không hài lòng tại vì máy bắt mạng hoặc wifi không mạnh,"[('FEATURES', 'Negative'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive')]"
thật lòng thì mình đang xài samsung a5 2017 nhưng do bể tan nát nên đổi a51 và thấy thua xa con a5 cũ của mình màng hình cứ bể bể màu xấu kinh khủng chán negative,"[('SCREEN', 'Negative'), ('GENERAL', 'Negative')]"
chơi game mượt mà nhân viên tận tình cskh hệ thống cũng tốt sạc nhanh nhưng đôi lúc hơi nóng máy,"[('BATTERY', 'Neutral'), ('PERFORMANCE', 'Positive'), ('SER&ACC', 'Positive')]"
xài ok pin trâu ngâm nước thấy không sao là ok ùi pin xài không nhiều cầm cũng được 3 ngày mọi thứ điều ổn,"[('BATTERY', 'Positive'), ('DESIGN', 'Positive'), ('GENERAL', 'Positive')]"
vừa mới mua con này hôm qua mua ở 378 nguyễn trãi thanh xuân nhân viên rất nhiệt tình phục vụ rất tốt còn về điện thoại thì ram 6 gb bộ nhớ trong 128 gb rất tốt mình tải mấy nghìn bài hát lưu vào nghe thỏa mái con chip nghe đánh giá có vẻ thấp những cơ bản thì chơi được tất cả các game mọi người không phải lo màn hình và kiểu dáng đều rất đẹp đút vừa túi tiện lợi nói chung là rất tốt không có điều gì chê,"[('PERFORMANCE', 'Positive'), ('STORAGE', 'Positive'), ('DESIGN', 'Positive'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
máy mượt êm positive pin sạc nhanh trâu bò nói chung rất đáng để mua phục vụ thì khỏi bàn cải năm nay iphone ra toàn là tuyệt phẩm positive,"[('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
mẹ mình tên phạm thị thanh hải số điện thoại 0907935768 hôm qua có đặt onl 1 vivo y91c hôm nay sao chưa thấy giao ạ em cảm ơn có gì liêm hệ gmail ở dưới giúp e nhé,"[('SER&ACC', 'Neutral')]"
máy bắt sóng yếu khi ở trong nhà màn hình đẹp pin trâu camera sau thi thoảng bị lỗi phần mềm có hiện sọc ngang camera trước thò thụt chậm loa ngoài nhỏ mở max bị rè,"[('SCREEN', 'Positive'), ('CAMERA', 'Negative'), ('FEATURES', 'Negative'), ('BATTERY', 'Positive')]"
sử dụng rất là ok nhân viên phục vụ rất là nhiệt tình camera của chụp rất là đẹp và rõ nét nữa,"[('CAMERA', 'Positive'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
ổn thiết kế đẹp nhưng cấu hình máy thì hơi yếu mong samsung sẽ trú trọng hơn trong vc nâng cao chip của các máy,"[('PERFORMANCE', 'Negative'), ('DESIGN', 'Positive'), ('GENERAL', 'Positive')]"
ok xài tốt giá rẻ nhân viên nhiệt tình pin hơi nhanh hết một tí còn lại ok hy vọng không làm mình thất vọng mong tgd nhập thêm nhiều điện thoại như này nữa,"[('BATTERY', 'Negative'), ('PRICE', 'Positive'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
chơi game cực kỳ tệ và có dấu hiệu bị lỗi đa đổi máy mới các a c hỗ trợ rất nhiệt tình nhưng cấu hình con máy này chơi game onl quá tệ khuyen các bạn không nên mua vì xài chơi game negative cực ky,"[('PERFORMANCE', 'Negative'), ('GENERAL', 'Negative'), ('SER&ACC', 'Positive')]"
sau hơn 4 tháng sử dụng mình cảm thấy a51 là sự lựa chọn tốt nhất với giá tầm trung chụp hình đẹp cấu hình mượt mà nói chung rất hài lòng,"[('CAMERA', 'Positive'), ('PERFORMANCE', 'Positive'), ('PRICE', 'Neutral'), ('GENERAL', 'Positive')]"
mới trải nghiệm 1 ngày mà chán quá chơi game song thoát ra hay dô ứng dụng gì thoát ra là đứng máy tự khởi động lại cay cú thật sự đơ mất tầm 4 p song rự cúp nguồn tự mở chả hiểu s,"[('PERFORMANCE', 'Negative'), ('GENERAL', 'Negative')]"
pin khỏe camera chụp khá đẹp âm thanh to rõ ràng chơi game mượt khung kim loại rất chắc chắn,"[('CAMERA', 'Positive'), ('FEATURES', 'Positive'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('DESIGN', 'Positive')]"
mình mua máy được 3 ngày rồi thấy mọi thứ đều ok chơi liên quân ngon pin quá trâu hơn 2 tiếng 100 còn 85 nói chung giá 3 tr mày vậy ok r,"[('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('PRICE', 'Neutral'), ('GENERAL', 'Positive')]"
cho tốt vì loa to pin trâu chơi liên quân mượt mà không như mọi người chê bai dù chỉ mua máy qua sử dụng tại 146 kim mã ba đình hà nội,"[('FEATURES', 'Positive'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive')]"
máy dùng ngon sạc nhanh nghe gọi to rỏ ràng mọi thứ đều mượt mà trơn tru rieng có 1 điểm là cái came biến tiệm cận khi gọi không được nhậy khi được khi không có nghĩa là khi thực hiện cuộc gọi vào tai thì màn hình tắt đưa ra ngoài thì màn hình sáng chức năng này không được nhậy,"[('FEATURES', 'Neutral'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive')]"
sản phẩm xài rất ok pin xài trâu có rất nhiều tiện ích trên máy giá cả rất hợp lý positive positive positive positive positive positive,"[('FEATURES', 'Positive'), ('BATTERY', 'Positive'), ('PRICE', 'Positive'), ('GENERAL', 'Positive')]"
máy mặt sao bóng bẩy soi gương được máy khá dầy nhưng không đòi hỏi gì với giá 3 tr610 chip khá pin sục khá nhanh pin 5 k như 4 k sạc 18 w cho viên pin 5 k chờ sml luôn cam sao khá cam trc phế lqmb pupg tạm chấp nhận được mua về nếu tác vụ thông thường facebook zalo v v thì mượt xài được chắc hơn ngày còn game thì tầm 810 tiếng là tèo nhân viên tgdđ nhiệt tình các kiểu con đà điểu,"[('CAMERA', 'Neutral'), ('BATTERY', 'Negative'), ('PERFORMANCE', 'Positive'), ('DESIGN', 'Neutral'), ('PRICE', 'Neutral'), ('SER&ACC', 'Positive')]"
mới mua 15 thág 10 tr490 negative nay con 9 tr190 negative sau nhanh lỗ quá dạ negative sau mìh mua không có tai nghe blutouth mà tai nghe ghim ta,"[('PRICE', 'Negative'), ('SER&ACC', 'Negative')]"
mới mua chưa được 1 tháng màn hình đã loạn đi đổi máy mới về vẫn như vậy cảm ứng cực kỳ kém chơi game liên quân rất ức chế bấm không bấm được miết miết đau cả tay mới cảm ứng được,"[('FEATURES', 'Negative')]"
máy dùng ok nhưng vân tay chậm quá có khi nháy 2 cái mới vào được có ai bị giống tôi ko nản không biết bị sao mà có đổi được máy mới không nhỉ,"[('FEATURES', 'Negative'), ('GENERAL', 'Positive')]"
wifi cứ gặp trục trặc nhìu lần pải reset lại modem mới vào lại được trong khi các thiết bị khác vẫn xài bình thường còn lại thấy máy vẫn ổn máy đẹp theme đẹp chụp hình cũng ok,"[('CAMERA', 'Neutral'), ('FEATURES', 'Negative'), ('PERFORMANCE', 'Positive'), ('DESIGN', 'Positive'), ('GENERAL', 'Neutral')]"
mua tại điện máy xanh đã hơn nữa tháng sử dụng rất tốt lúc mua đã cập nhật lên m yêu i 11 về camara chụp quay rất đẹp còn pin thì đủ dùng cho một ngày có sạc nhanh nữa không lo về pin còn về game fre fire hay pubg thì chơi rất mượt máy chỉ hơi ấm thôi không nóng như mọi người đồn nhân viên ở điện máy xanh tư vấn rất nhiệt tình mình rất thích quá tốt trong tầm giá mọi người nên mua dùng thử,"[('CAMERA', 'Positive'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive'), ('SER&ACC', 'Positive')]"
mình mua máy được 13 ngày mình thấy máy dùng khá ổn pin trâu camera đẹp chơi game mượt chỉ có điều máy vẫn bị ám vàng chưa khắc phục được vân tay không nhạy lắm nên mình đánh giá tốt,"[('SCREEN', 'Negative'), ('CAMERA', 'Positive'), ('FEATURES', 'Negative'), ('BATTERY', 'Positive'), ('PERFORMANCE', 'Positive'), ('GENERAL', 'Positive')]"
mình mua được 1 tuần r mà sao dùng thi thoảng tự nhiên bị sập nguồn mặc dù pin vẫn đầy,"[('PERFORMANCE', 'Negative')]"
